name,nationality,date,style,new_filename,title
Amedeo Modigliani,Italian,1916,Expressionism,34153.jpg,Nude on sofa (Almaisa)
Amedeo Modigliani,Italian,1917,Expressionism,28610.jpg,Reclining nude with folded arms behind her head
Amedeo Modigliani,Italian,1916,Expressionism,81931.jpg,Portrait of Monsieur Lepoutre
Amedeo Modigliani,Italian,1917,Expressionism,50579.jpg,Portrait of the Mechanical
Amedeo Modigliani,Italian,1914,Expressionism,27829.jpg,Portrait of Diego Rivera
Amedeo Modigliani,Italian,1915,Expressionism,61314.jpg,Portrait of Celso Lagar
Amedeo Modigliani,Italian,1918,Expressionism,78591.jpg,Young woman
Amedeo Modigliani,Italian,1915,Expressionism,36223.jpg,Portrait of Raymond
Amedeo Modigliani,Italian,1909,Expressionism,75547.jpg,Portrait of Paul Alexander on green background
Amedeo Modigliani,Italian,1914,Expressionism,102668.jpg,Portrait of Frank Haviland Burty
Amedeo Modigliani,Italian,1919,Expressionism,31065.jpg,Tree and house
Amedeo Modigliani,Italian,1909,Expressionism,21839.jpg,The beggar of Livorne
Amedeo Modigliani,Italian,1916,Expressionism,50875.jpg,Seated female nude
Amedeo Modigliani,Italian,1913,Expressionism,10101.jpg,Standing Caryatid
Amedeo Modigliani,Italian,1916,Expressionism,69483.jpg,Portrait of Margarita
Amedeo Modigliani,Italian,0,Expressionism,17419.jpg,Nude
Amedeo Modigliani,Italian,1913,Expressionism,56650.jpg,Portrait de Paul Alexanders
Amedeo Modigliani,Italian,1919,Expressionism,73730.jpg,Gypsy Woman with a Baby
Amedeo Modigliani,Italian,1918,Expressionism,39808.jpg,Little girl in blue
Amedeo Modigliani,Italian,1917,Expressionism,35309.jpg,Nude
Amedeo Modigliani,Italian,1909,Expressionism,83327.jpg,Portrait of Jean Alexandre
Amedeo Modigliani,Italian,1909,Expressionism,46707.jpg,Portrait of Paul Alexandre
Amedeo Modigliani,Italian,1917,Expressionism,100280.jpg,Portrait of Leon Bakst
Amedeo Modigliani,Italian,0,Expressionism,77959.jpg,Young Woman in a Shirt (The Little Milkmaid)
Amedeo Modigliani,Italian,1917,Expressionism,23061.jpg,Doctor Devaraigne
Amedeo Modigliani,Italian,1918,Expressionism,96933.jpg,The Pretty Vegetable Vendor
Amedeo Modigliani,Italian,1916,Expressionism,34325.jpg,Max Jacob
Amedeo Modigliani,Italian,1917,Expressionism,61644.jpg,Madame Zborowska with clasped hands
Amedeo Modigliani,Italian,1918,Expressionism,3038.jpg,Portrait of Lunia Czechowska
Amedeo Modigliani,Italian,1919,Expressionism,8791.jpg,Jeanne Hebuterne (with a scarf)
Amedeo Modigliani,Italian,1917,Expressionism,84468.jpg,Portrait of Lunia Czechowska in white blouse
Amedeo Modigliani,Italian,1916,Expressionism,64270.jpg,Portrait of Madame Reynouard
Amedeo Modigliani,Italian,1917,Expressionism,91604.jpg,Seated Nude
Amedeo Modigliani,Italian,1919,Expressionism,50380.jpg,Flower vendor
Amedeo Modigliani,Italian,1918,Expressionism,15073.jpg,Portrait of Jeanne Hebuterne
Amedeo Modigliani,Italian,1917,Expressionism,32912.jpg,Nude seating on a sofa
Amedeo Modigliani,Italian,1919,Expressionism,72732.jpg,Seated woman weared in blue blouse
Amedeo Modigliani,Italian,1918,Expressionism,32567.jpg,Sitting man on orange background
Amedeo Modigliani,Italian,1917,Expressionism,67916.jpg,Young Girl in a Striped Shirt
Amedeo Modigliani,Italian,1913,Expressionism,100030.jpg,A red bust
Amedeo Modigliani,Italian,1918,Expressionism,69285.jpg,Girl in the shirt (Red-haired girl) 
Amedeo Modigliani,Italian,1909,Expressionism,66071.jpg,The Amazon
Amedeo Modigliani,Italian,1910,Expressionism,70071.jpg,Young Woman
Amedeo Modigliani,Italian,1917,Expressionism,59482.jpg,Reclining nude
Amedeo Modigliani,Italian,1916,Expressionism,5784.jpg,Portrait of the painter Manuel Humbert 
Amedeo Modigliani,Italian,0,Expressionism,70261.jpg,Large Seated nude
Amedeo Modigliani,Italian,1915,Expressionism,70231.jpg,Alice
Amedeo Modigliani,Italian,1915,Expressionism,56940.jpg,Beatrice Hastings
Amedeo Modigliani,Italian,1911,Expressionism,31656.jpg,Standing Nude
Amedeo Modigliani,Italian,1918,Expressionism,8812.jpg,Seated nude
Amedeo Modigliani,Italian,0,Expressionism,54016.jpg,Dancer
Amedeo Modigliani,Italian,1917,Expressionism,12429.jpg,Portrait of Leopold Zborowski
Amedeo Modigliani,Italian,1918,Expressionism,60739.jpg,"Marie, daughter of the people"
Amedeo Modigliani,Italian,1919,Expressionism,65862.jpg,Jeanne Hebuterne
Amedeo Modigliani,Italian,1916,Expressionism,23054.jpg,Portrait of Oscar Miestchanioff
Amedeo Modigliani,Italian,1918,Expressionism,50422.jpg,Germaine Survage with Earrings
Amedeo Modigliani,Italian,0,Expressionism,78237.jpg,Portrait of a Polish Woman
Amedeo Modigliani,Italian,1918,Expressionism,28108.jpg,Girl in a Sailor's Blouse
Amedeo Modigliani,Italian,1918,Expressionism,79860.jpg,Boy in Shorts
Amedeo Modigliani,Italian,1908,Expressionism,68023.jpg,Head of a Young Woman
Amedeo Modigliani,Italian,1917,Expressionism,61640.jpg,Jeanne Hebuterne with Hat and Necklace
Amedeo Modigliani,Italian,1918,Expressionism,12819.jpg,Lunia Czechowska
Amedeo Modigliani,Italian,1917,Expressionism,5709.jpg,Reclining nude
Amedeo Modigliani,Italian,1909,Expressionism,40304.jpg,The Typographer (Pedro)
Amedeo Modigliani,Italian,1914,Expressionism,67341.jpg,Portrait of Diego Rivera
Amedeo Modigliani,Italian,1908,Expressionism,26602.jpg,The Jewish Woman
Amedeo Modigliani,Italian,1917,Expressionism,91538.jpg,Portrait of Jean Cocteau
Amedeo Modigliani,Italian,1914,Expressionism,30537.jpg,Portrait of Frank Burty Haviland
Amedeo Modigliani,Italian,1915,Expressionism,49193.jpg,Bride and Groom (The Couple)
Amedeo Modigliani,Italian,1916,Expressionism,35290.jpg,Portrait of Diego Rivera 
Amedeo Modigliani,Italian,1915,Expressionism,102873.jpg,Portrait of Moise Kisling
Amedeo Modigliani,Italian,1918,Expressionism,42849.jpg,Portrait of Jeanne Hebuterne
Amedeo Modigliani,Italian,1915,Expressionism,19813.jpg,A Head
Amedeo Modigliani,Italian,1915,Expressionism,27318.jpg,Woman's Head (Rosalia)
Amedeo Modigliani,Italian,1915,Expressionism,69474.jpg,Leon Indenbaum
Amedeo Modigliani,Italian,1915,Expressionism,93141.jpg,Woman with Velvet Ribbon (The Black Border)
Amedeo Modigliani,Italian,1917,Expressionism,45904.jpg,Portrait of a Woman in a Black Tie
Amedeo Modigliani,Italian,1915,Expressionism,62000.jpg,Portrait of a Man with Hat (Jose Pacheco )
Amedeo Modigliani,Italian,1915,Expressionism,96632.jpg,Man's Head (Portrait of a Poet)
Amedeo Modigliani,Italian,1918,Expressionism,22262.jpg,Girl with Pigtails
Amedeo Modigliani,Italian,1917,Expressionism,24823.jpg,Portrait of Elena Pavlowski
Amedeo Modigliani,Italian,1911,Expressionism,42248.jpg,Anna Akhmatova
Amedeo Modigliani,Italian,1919,Expressionism,92094.jpg,"Landscape, Southern France"
Amedeo Modigliani,Italian,1918,Expressionism,65124.jpg,Lunia Czechowska with her left hand on her cheek
Amedeo Modigliani,Italian,1917,Expressionism,41574.jpg,The Blue Blouse
Amedeo Modigliani,Italian,1915,Expressionism,10448.jpg,Portrait of Henri Laurens
Amedeo Modigliani,Italian,1917,Expressionism,99294.jpg,Reclining nude
Amedeo Modigliani,Italian,1915,Expressionism,29895.jpg,Fat Child
Amedeo Modigliani,Italian,1916,Expressionism,66338.jpg,The Servant
Amedeo Modigliani,Italian,1915,Expressionism,73326.jpg,Portrait of Picasso
Amedeo Modigliani,Italian,1914,Expressionism,58693.jpg,Madame Pompadour
Amedeo Modigliani,Italian,1917,Expressionism,50187.jpg,Sleeping Nude with Arms Open (Red Nude)
Amedeo Modigliani,Italian,1919,Expressionism,22210.jpg,Portrait of a Young Woman
Amedeo Modigliani,Italian,1915,Expressionism,41786.jpg,Head of Red-haired Woman
Amedeo Modigliani,Italian,1915,Expressionism,11317.jpg,Woman's Head
Amedeo Modigliani,Italian,1909,Expressionism,16310.jpg,Beggar Woman
Amedeo Modigliani,Italian,1910,Expressionism,57065.jpg,Joseph Levi
Amedeo Modigliani,Italian,1915,Expressionism,15190.jpg,Pierre Reverdy
Amedeo Modigliani,Italian,1917,Expressionism,8672.jpg,Anna (Hanka) Zborowska
Amedeo Modigliani,Italian,1919,Expressionism,90728.jpg,Portrait of a Woman
Amedeo Modigliani,Italian,1919,Expressionism,89590.jpg,Young Man (Student)
Amedeo Modigliani,Italian,1909,Expressionism,17213.jpg,Portrait of Dr. Paul Alexandre
Amedeo Modigliani,Italian,1909,Expressionism,70067.jpg,The peasant from Livorno
Amedeo Modigliani,Italian,1918,Expressionism,4055.jpg,Portrait of a Young Woman
Amedeo Modigliani,Italian,1918,Expressionism,7207.jpg,The Zouave
Amedeo Modigliani,Italian,1919,Expressionism,14771.jpg,Seated Woman
Amedeo Modigliani,Italian,1915,Expressionism,95010.jpg,Paul Guillaume 
Amedeo Modigliani,Italian,1907,Expressionism,52115.jpg,Woman's Head in Profile
Amedeo Modigliani,Italian,1915,Expressionism,61768.jpg,Beatrice Hastings
Amedeo Modigliani,Italian,1916,Expressionism,9943.jpg,Portrait of Beatrice Hastings
Amedeo Modigliani,Italian,1917,Expressionism,79648.jpg,Portrait of Blaise Cendrars
Amedeo Modigliani,Italian,1916,Expressionism,32329.jpg,Reclining nude with Arms Folded under Her Head
Amedeo Modigliani,Italian,0,Expressionism,86816.jpg,Portrait of a Woman
Amedeo Modigliani,Italian,1915,Expressionism,43843.jpg,Portrait of a Young Girl (Louise)
Amedeo Modigliani,Italian,1916,Expressionism,39825.jpg,Victoria
Amedeo Modigliani,Italian,1915,Expressionism,62693.jpg,Little Louise
Amedeo Modigliani,Italian,1917,Expressionism,4434.jpg,Portrait of Doctor Devaraigne
Amedeo Modigliani,Italian,1915,Expressionism,56030.jpg,Woman Seated by a Fireplace
Amedeo Modigliani,Italian,1915,Expressionism,10455.jpg,Portrait of Juan Gris
Amedeo Modigliani,Italian,1919,Expressionism,44846.jpg,The Singer from Nice
Amedeo Modigliani,Italian,1917,Expressionism,47011.jpg,Lunia Czechowska
Amedeo Modigliani,Italian,1906,Expressionism,20141.jpg,Woman's Head with Beauty Spot
Amedeo Modigliani,Italian,1917,Expressionism,25689.jpg,Louise
Amedeo Modigliani,Italian,1918,Expressionism,33439.jpg,Burgundian Woman
Amedeo Modigliani,Italian,1916,Expressionism,46413.jpg,Portrait of Pinchus Kremenge
Amedeo Modigliani,Italian,1912,Expressionism,34091.jpg,Caryatid
Amedeo Modigliani,Italian,1917,Expressionism,25347.jpg,Seated nude with a Shirt
Amedeo Modigliani,Italian,1915,Expressionism,96802.jpg,Woman's Head
Amedeo Modigliani,Italian,1918,Expressionism,34155.jpg,Young Girl in Beret
Amedeo Modigliani,Italian,1917,Expressionism,35564.jpg,Jacques and Berthe Lipchitz
Amedeo Modigliani,Italian,0,Expressionism,39976.jpg,Boy in a Blue Shirt
Amedeo Modigliani,Italian,1915,Expressionism,29557.jpg,Portrait of Beatrice Hastings
Amedeo Modigliani,Italian,0,Expressionism,31584.jpg,Chaim Soutine
Amedeo Modigliani,Italian,1919,Expressionism,85310.jpg,Jeanne Hebuterne
Amedeo Modigliani,Italian,0,Expressionism,25844.jpg,Constant Leopold
Amedeo Modigliani,Italian,1916,Expressionism,46141.jpg,Head of a Young Girl
Amedeo Modigliani,Italian,1909,Expressionism,63818.jpg,Maurice Drouard
Amedeo Modigliani,Italian,1915,Expressionism,5349.jpg,Nude Bust
Amedeo Modigliani,Italian,1918,Expressionism,95831.jpg,Woman with a Red Necklace
Amedeo Modigliani,Italian,1917,Expressionism,56062.jpg,Reclining nude from the Back
Amedeo Modigliani,Italian,1918,Expressionism,78994.jpg,Servant Girl
Amedeo Modigliani,Italian,1918,Expressionism,56116.jpg,Young Girl Seated
Amedeo Modigliani,Italian,1919,Expressionism,82886.jpg,Hanka Zborowska
Amedeo Modigliani,Italian,1919,Expressionism,6811.jpg,Woman with a Fan (Lunia Czechowska)
Amedeo Modigliani,Italian,1918,Expressionism,74807.jpg,The Black Dress
Amedeo Modigliani,Italian,1917,Expressionism,44474.jpg,Madame Georges van Muyden
Amedeo Modigliani,Italian,1917,Expressionism,6804.jpg,Leopold Zborowski with a walking stick
Amedeo Modigliani,Italian,1918,Expressionism,25210.jpg,The Boy
Amedeo Modigliani,Italian,1919,Expressionism,87560.jpg,Annie Bjarne
Amedeo Modigliani,Italian,1917,Expressionism,61750.jpg,Portrait of Leopold Zborowski
Amedeo Modigliani,Italian,1917,Expressionism,62981.jpg,Blonde nude
Amedeo Modigliani,Italian,1918,Expressionism,66575.jpg,Seated Young Woman
Amedeo Modigliani,Italian,1919,Expressionism,62195.jpg,Portrait of Anna Zborowska
Amedeo Modigliani,Italian,1917,Expressionism,41010.jpg,Woman with White Coat
Amedeo Modigliani,Italian,1917,Expressionism,50039.jpg,Jeanne Hebuterne with Necklace
Amedeo Modigliani,Italian,0,Expressionism,97552.jpg,Cheron
Amedeo Modigliani,Italian,1909,Expressionism,32050.jpg,Jean Alexandre
Amedeo Modigliani,Italian,1919,Expressionism,4017.jpg,Portrait of a Woman with a White Collar
Amedeo Modigliani,Italian,1918,Expressionism,37792.jpg,Woman with Blue Eyes
Amedeo Modigliani,Italian,1916,Expressionism,32565.jpg,Paul Guillaume
Amedeo Modigliani,Italian,1916,Expressionism,23495.jpg,Chaim Soutine
Amedeo Modigliani,Italian,1919,Expressionism,20174.jpg,Self Portrait
Amedeo Modigliani,Italian,1918,Expressionism,81628.jpg,Dark Young Woman Seated by a Bed
Amedeo Modigliani,Italian,1919,Expressionism,76027.jpg,Seated Woman with Child (Motherhood)
Amedeo Modigliani,Italian,1916,Expressionism,80650.jpg,Portrait of Leopold Zborowski
Amedeo Modigliani,Italian,1919,Expressionism,31212.jpg,Thora Klinckowstrom
Amedeo Modigliani,Italian,1914,Expressionism,7534.jpg,Rose Caryatid (Audace) 
Amedeo Modigliani,Italian,1917,Expressionism,45212.jpg,Portrait of Pardy
Amedeo Modigliani,Italian,1919,Expressionism,14322.jpg,Lunia Czechowska
Amedeo Modigliani,Italian,1918,Expressionism,64370.jpg,The young apprentice
